"62da78f2c904196d79b48979_old_old_old","703262","human","7","7","7","7","59"
"62da78f2c904196d79b48979_old_old_old","703262","gpt4","7","7","7","7","96"
"62da78f2c904196d79b48979_old_old_old","552791","human","7","7","1","7","73"
"5f033543945c554f816f6ad7_old_old_old","278441","gpt4","7","7","7","7","95"
"5c26bc552c45d4000148f85d_old_old_old","278441","mt_finetuned","3","1","1","5","70"
"5c26bc552c45d4000148f85d_old_old_old","133105","mt_finetuned","2","4","2","6","76"
"5d8b887243660a00166f831b_old_old_old","703262","mt_zeroshot","4","4","6","5","143"
"5d8b887243660a00166f831b_old_old_old","133071","human","3","4","4","5","155"
"5d8b887243660a00166f831b_old_old_old","199236","bloom_adapted","1","2","4","2","90"
"64622d2f98e7fa08557b536c_old_old_old","93224","mt5_base","6","2","1","7","127"
"64622d2f98e7fa08557b536c_old_old_old","267614","bloom_adapted","2","1","3","1","53"
"64622d2f98e7fa08557b536c_old_old_old","211985","mt5_base","7","6","2","1","52"
"648c7323e84d92ce663a0111_old_old_old","267614","mt_zeroshot","3","4","3","3","239"
"63b75b75d69b669e44d7f318_old_old_old","267614","mt_finetuned","3","3","4","3","12"
"648c7323e84d92ce663a0111_old_old_old","278441","bloom_adapted","6","3","5","3","234"
"5e88a4f92d6f5c0008b31b3c_old_old_old","535994","human","1","1","1","1","65"
"5e88a4f92d6f5c0008b31b3c_old_old_old","90392","mt_finetuned","1","1","1","1","18"
"5e88a4f92d6f5c0008b31b3c_old_old_old","703262","mt5_base","2","2","2","2","31"
"5f160514e2a4062d2a0ded58_old_old_old","93224","mt_zeroshot","1","1","1","1","11"
"5f160514e2a4062d2a0ded58_old_old_old","93224","mt_zeroshot","1","1","1","1","11"
"63e52478ebc8e17c77aacaa9_old_old_old","70918","human","5","5","6","6","230"
"63e57efd493c7c8840aacad5_old_old_old","60899","human","1","4","4","5","44"
"6365b5599c1775edb6d46be4_old_old_old","90392","mt_zeroshot","2","2","3","1","43"
"63b76a562fa0b721dffe1e29_old_old_old","703262","bloom_adapted","6","7","7","3","68"
"5c4b85a1dccaa800016b4821_old_old_old","278441","mt5_base","6","6","6","6","21"
"628545039fd5d4d5db5169fc_old_old_old","90392","human","6","5","5","5","16"
"628545039fd5d4d5db5169fc_old_old_old","278441","mt_zeroshot","3","2","2","4","329"
"5fbe5321e3dc2e000927aeca_old_old_old","267614","human","5","6","7","1","48"
"648ccd2afd3b0807d6553e5b_old_old_old","133105","human","5","5","4","5","250"
"646e9ad23bc85e76cb65c33b_old_old_old","154227","human","1","1","2","3","29"
"5ffc9b8e0cbe201153a2b381_old_old_old","288693","gpt4","6","6","6","5","19"
"6393bf5401e4b2d09ffcb44d_old_old_old","199236","mt_finetuned","6","6","6","6","35"
"648c7323e84d92ce663a0111_old_old_old","267614","mt5_base","2","2","3","3","319"
"60ed9977567d0ab8e6fc6418_old_old_old","267614","gpt4","7","7","7","7","132"
"5f033543945c554f816f6ad7_old_old_old","93224","human","6","7","6","7","201"
"6136590bcf60824380197771_old_old_old","211985","human","3","2","3","2","151"
"60ed9977567d0ab8e6fc6418_old_old","278441","human","7","6","7","7","149"
"60ed9977567d0ab8e6fc6418_old_old","133071","gpt4","7","7","7","7","77"
"63e57efd493c7c8840aacad5_old_old","199236","human","5","5","5","5","208"
"63e57efd493c7c8840aacad5_old_old","49661","human","2","3","3","3","1"
"63e57efd493c7c8840aacad5_old_old","521999","human","5","5","4","4","21"
"5fbe5321e3dc2e000927aecadd_old_old","45623","gpt4","6","7","6","7","98"
"5fbe5321e3dc2e000927aecadd_old_old","583687","gpt4","6","7","6","7","224"
"5fbe5321e3dc2e000927aecadd_old_old","583687","gpt4","6","7","6","7","423"
"5fbe5321e3dc2e000927aecadd_old_old","90392","gpt4","7","7","5","7","20"
"5fbe5321e3dc2e000927aesdd_old_old","552791","gpt4","7","7","6","7","30"
"5fbe5321e3dc2e000927asdf_old_old","93224","gpt4","7","7","5","7","12"
"60d63e407fce934334a5e025_old_old","125699","gpt4","6","6","6","5","231"
"60d63e407fce934334a5e025_old_old","317572","gpt4","2","2","3","3","131"
"60d63e407fce934334a5e025_old_old","70918","gpt4","6","4","4","5","156"
"60d63e407fce934334a5e025_old","49661","bloom_adapted","3","2","2","3","375"
"57754d57ca706f000190eaf1_old","583687","human","6","6","6","5","107"
"57754d57ca706f000190eaf1_old","937821","gpt4","6","6","6","5","113"
"57754d57ca706f000190eaf1_old","583687","bloom_adapted","7","6","6","5","169"
"57754d57ca706f000190eaf1_old","49661","gpt4","7","7","6","7","24"
"60d63e407fce934334a5e025_old","583687","human","6","6","6","6","1126"
"60d63e407fce934334a5e025_old","535994","gpt4","6","6","6","6","40"
"5f160514e2a4062d2a0ded58_old","133105","gpt4","6","7","6","5","76"
"5f160514e2a4062d2a0ded58_old","45623","bloom_adapted","3","3","3","1","94"
"5f160514e2a4062d2a0ded58_old","90392","mt_zeroshot","3","1","1","1","42"
"5c30417cc9b67b000130fa69_old","133071","gpt4","5","4","6","6","150"
"5c30417cc9b67b000130fa69_old","311779","mt5_base","5","2","1","3","86"
"5c30417cc9b67b000130fa69_old","60899","gpt4","4","6","6","6","101"
"57754d57ca706f000190eaf1_old","133105","retrival","7","6","6","6","94"
"63e52478ebc8e17c77aacaa9_old","133071","retrival","6","2","2","2","357"
"63e52478ebc8e17c77aacaa9_old","154227","retrival","6","6","7","7","9"
"63e52478ebc8e17c77aacaa9_old","209906","retrival","6","2","2","2","8"
"5fbe5321e3dc2e000927aeca_old","267614","retrival","6","7","7","1","14"
"5fbe5321e3dc2e000927aeca_old","521999","retrival","7","7","4","1","14"
"5fbe5321e3dc2e000927aeca_old","937821","retrival","7","7","7","1","8"
"5fbe5321e3dc2e000927aeca_old","552791","retrival","7","7","7","1","11"
"5c30417cc9b67b000130fa69_old","278441","retrival","6","7","1","5","116"
"63e57efd493c7c8840aacad5_old","311779","retrival","3","6","6","6","32"
"63e57efd493c7c8840aacad5_old","125699","retrival","4","6","6","6","42"
"63e57efd493c7c8840aacad5_old","288693","retrival","2","6","6","6","121"
"60ed9977567d0ab8e6fc6418_old","1060751","retrival","2","2","2","3","164"
"60ed9977567d0ab8e6fc6418_old","199236","retrival","3","2","2","3","92"
"60ed9977567d0ab8e6fc6418_old","583687","retrival","1","1","1","2","104"
"57754d57ca706f000190eaf1","60899","retrival","6","6","6","6","1068"
"57754d57ca706f000190eaf1","93224","retrival","5","6","6","6","7"
"57754d57ca706f000190eaf1","70918","retrival","6","6","5","5","10"
"5f160514e2a4062d2a0ded58","90392","retrival","5","7","7","6","133"
"5f160514e2a4062d2a0ded58","703262","retrival","7","7","1","2","69"
"5f160514e2a4062d2a0ded58","317572","retrival","6","5","6","3","127"
"5c26bc552c45d4000148f85d","45623","retrival","6","1","1","2","25"
"5c26bc552c45d4000148f85d","49661","retrival","4","3","1","2","23"
"5c26bc552c45d4000148f85d","535994","retrival","5","4","2","4","34"
"61719508d946490934305f3a","211985","retrival","5","5","5","5","107"
"61719508d946490934305f3a","60899","mt_finetuned","6","5","6","5","108"
"61719508d946490934305f3a","278441","retrival","6","6","6","6","92"
"5c4b85a1dccaa800016b4821","937821","bloom_adapted","1","1","2","2","16"
"5c4b85a1dccaa800016b4821","209906","mt5_base","5","5","5","5","10"
"5c4b85a1dccaa800016b4821","703262","bloom_adapted","6","5","6","6","11"
"63e57efd493c7c8840aacad5","211985","mt5_base","3","5","1","1","133"
"63e57efd493c7c8840aacad5","209906","gpt4","4","6","6","6","49"
"63e57efd493c7c8840aacad5","209906","human","5","5","6","6","48"
"60ed9977567d0ab8e6fc6418","311779","retrival","3","3","3","3","187"
"60ed9977567d0ab8e6fc6418","49661","mt5_base","3","2","2","2","61"
"60ed9977567d0ab8e6fc6418","125699","mt_zeroshot","1","1","1","1","148"
